dest_ip,dest_port,metadata_comment
172.67.167.161,80,proxylist.txt
190.93.246.231,80,proxylist.txt
172.67.217.210,80,proxylist.txt
172.64.147.187,80,proxylist.txt
172.64.155.119,80,proxylist.txt
142.54.228.193,4145,proxylist.txt
172.67.140.186,80,proxylist.txt
141.101.123.189,80,proxylist.txt
23.227.60.71,80,proxylist.txt
124.248.177.116,1080,proxylist.txt
213.142.156.97,80,proxylist.txt
172.67.66.177,80,proxylist.txt
172.67.145.85,80,proxylist.txt
66.235.200.180,80,proxylist.txt
66.235.200.37,80,proxylist.txt
172.67.251.214,80,proxylist.txt
172.67.177.41,80,proxylist.txt
172.67.255.216,80,proxylist.txt
